"Isolate_Id","Subtype","Submitting_Lab","Originating_Lab"
"EPI_ISL_536475","A/H1N1pdm09","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_485565","A/H1N1pdm09","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_959868","A/H1N1pdm09","Crick Worldwide Influenza Centre","Government Virus Unit"
"EPI_ISL_959870","A/H1N1pdm09","Crick Worldwide Influenza Centre","Government Virus Unit"
"EPI_ISL_485566","A/H1N1pdm09","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_485451","A/H1N1pdm09","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_485480","A/H1N1pdm09","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_485529","A/H1N1pdm09","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_485540","A/H1N1pdm09","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"MT765066.1","A/H1N1pdm09","National Yang-Ming University, Taipei, Taiwan, Department of Biotechnology and Laboratory Science in Medicine",NA
"EPI_ISL_959871","A/H1N1pdm09","Crick Worldwide Influenza Centre","Government Virus Unit"
"EPI_ISL_485484","A/H1N1pdm09","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_959869","A/H1N1pdm09","Crick Worldwide Influenza Centre","Government Virus Unit"
"EPI_ISL_424682","A/H1N1pdm09","Centers for Disease Control and Prevention","ADImmune Corporation"
"EPI_ISL_485486","A/H1N1pdm09","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_485448","A/H1N1pdm09","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_485452","A/H1N1pdm09","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_485478","A/H1N1pdm09","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_959867","A/H1N1pdm09","Crick Worldwide Influenza Centre","Government Virus Unit"
"EPI_ISL_485527","A/H1N1pdm09","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_485537","A/H1N1pdm09","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_485562","A/H1N1pdm09","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_485491","A/H1N1pdm09","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_522418","A/H1N1pdm09","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_485528","A/H1N1pdm09","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_16714063","A/H1N1pdm09","Crick Worldwide Influenza Centre","Government Virus Unit"
"EPI_ISL_16834492","A/H1N1pdm09","Centers for Disease Control and Prevention","Government Virus Unit"
"EPI_ISL_16834482","A/H1N1pdm09","Centers for Disease Control and Prevention","Government Virus Unit"
"EPI_ISL_18752249","A/H1N1pdm09","Hangzhou Center for Disease Control and Prevention","Hangzhou Center for Disease Control and Prevention"
"EPI_ISL_18068733","A/H1N1pdm09","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_18300254","A/H1N1pdm09","Chongqing ChangShou Center for Disease Control and Prevention","ChangShou District Center for Disease Control and Prevention"
"EPI_ISL_18068929","A/H1N1pdm09","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_18068690","A/H1N1pdm09","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_18068813","A/H1N1pdm09","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_18068896","A/H1N1pdm09","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_18068648","A/H1N1pdm09","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_18068812","A/H1N1pdm09","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_17465792","A/H1N1pdm09","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_18819158","A/H1N1pdm09","Wuhan Institute of Biological Products Co., Ltd.","Wuhan Institute of Biological Products Co.Ltd"
"EPI_ISL_18068674","A/H1N1pdm09","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_18613829","A/H1N1pdm09","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_18752252","A/H1N1pdm09","Hangzhou Center for Disease Control and Prevention","Hangzhou Center for Disease Control and Prevention"
"EPI_ISL_18819169","A/H1N1pdm09","Wuhan Institute of Biological Products Co., Ltd.","Wuhan Institute of Biological Products Co.Ltd"
"EPI_ISL_18068617","A/H1N1pdm09","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_17465819","A/H1N1pdm09","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_18068825","A/H1N1pdm09","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_18069059","A/H1N1pdm09","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_18485100","A/H1N1pdm09","WHO Collaborating Centre for Reference and Research on Influenza","Laboratorio De Saude Publico"
"EPI_ISL_18613890","A/H1N1pdm09","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_18068632","A/H1N1pdm09","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_18819151","A/H1N1pdm09","Wuhan Institute of Biological Products Co., Ltd.","Wuhan Institute of Biological Products Co.Ltd"
"EPI_ISL_18068678","A/H1N1pdm09","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_18752259","A/H1N1pdm09","Hangzhou Center for Disease Control and Prevention","Hangzhou Center for Disease Control and Prevention"
"EPI_ISL_18069075","A/H1N1pdm09","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_18068702","A/H1N1pdm09","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_18068906","A/H1N1pdm09","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_17465828","A/H1N1pdm09","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_269634","A/H1N1pdm09","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_312205","A/H1N1pdm09","WHO Collaborating Centre for Reference and Research on Influenza","Institut Penyelidikan Perubatan"
"EPI_ISL_269925","A/H1N1pdm09","Centers for Disease Control and Prevention","National Center for Laboratory and Epidemiology"
"EPI_ISL_283688","A/H1N1pdm09","National Institute of Infectious Diseases (NIID)","National Center for Laboratory and Epidemiology"
"MT803152.1","A/H1N1pdm09","Chulalongkorn University, Department of Pediatrics, Center of Excellence in Clinical Virology",NA
"EPI_ISL_333357","A/H1N1pdm09","Niigata University (DPH)",NA
"EPI_ISL_269632","A/H1N1pdm09","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_269659","A/H1N1pdm09","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_284082","A/H1N1pdm09","Centers for Disease Control and Prevention","National Center for Laboratory and Epidemiology"
"EPI_ISL_332750","A/H1N1pdm09","WHO Collaborating Centre for Reference and Research on Influenza","Institut Penyelidikan Perubatan"
"EPI_ISL_281347","A/H1N1pdm09","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_321679","A/H1N1pdm09","Ministry of Health, Singapore","Ministry of Health, Singapore"
"MN560978.1","A/H1N1pdm09","Chulalonkorn University, biochemistry (Faculty of Medicine)",NA
"EPI_ISL_269619","A/H1N1pdm09","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_288073","A/H1N1pdm09","Ministry of Health, Singapore","Ministry of Health, Singapore"
"OP622981.1","A/H1N1pdm09","USAMD-AFRIMS, Virology",NA
"MN561046.1","A/H1N1pdm09","Chulalonkorn University, biochemistry (Faculty of Medicine)",NA
"EPI_ISL_289569","A/H1N1pdm09","Centers for Disease Control and Prevention","Ministry of Health, NIHRD"
"EPI_ISL_269635","A/H1N1pdm09","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_312599","A/H1N1pdm09","WHO Collaborating Centre for Reference and Research on Influenza","Institut Penyelidikan Perubatan"
"EPI_ISL_282303","A/H1N1pdm09","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"EPI_ISL_269648","A/H1N1pdm09","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_292431","A/H1N1pdm09","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_299695","A/H1N1pdm09","WHO Collaborating Centre for Reference and Research on Influenza","Research Institute of Tropical Medicine"
"EPI_ISL_333412","A/H1N1pdm09","Niigata University (DPH)",NA
"EPI_ISL_333328","A/H1N1pdm09","Niigata University (DPH)",NA
"EPI_ISL_333329","A/H1N1pdm09","Niigata University (DPH)",NA
"EPI_ISL_277624","A/H1N1pdm09","Centers for Disease Control and Prevention","WHO National Influenza Centre, National Institute of Medical Research (NIMR)"
"EPI_ISL_281340","A/H1N1pdm09","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_312593","A/H1N1pdm09","WHO Collaborating Centre for Reference and Research on Influenza","WHO National Influenza Centre, National Institute of Medical Research (NIMR)"
"EPI_ISL_360177","A/H1N1pdm09","National Institute of Infectious Diseases (NIID)","National Center for Laboratory and Epidemiology"
"EPI_ISL_354347","A/H1N1pdm09","Centers for Disease Control and Prevention","National Center for Laboratory and Epidemiology"
"MT803206.1","A/H1N1pdm09","Chulalongkorn University, Department of Pediatrics, Center of Excellence in Clinical Virology",NA
"EPI_ISL_363514","A/H1N1pdm09","National Institute of Infectious Diseases (NIID)","National Center for Laboratory and Epidemiology"
"EPI_ISL_331479","A/H1N1pdm09","Centers for Disease Control and Prevention","National Center for Laboratory and Epidemiology"
"EPI_ISL_366036","A/H1N1pdm09","Centers for Disease Control and Prevention","National Center for Laboratory and Epidemiology"
"EPI_ISL_360214","A/H1N1pdm09","National Institute of Infectious Diseases (NIID)","National Center for Laboratory and Epidemiology"
"EPI_ISL_346471","A/H1N1pdm09","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"EPI_ISL_340468","A/H1N1pdm09","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_364139","A/H1N1pdm09","Centers for Disease Control and Prevention","National Center for Laboratory and Epidemiology"
"EPI_ISL_321699","A/H1N1pdm09","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_332331","A/H1N1pdm09","WHO Collaborating Centre for Reference and Research on Influenza","Laboratório Nacional da Saúde"
"EPI_ISL_360196","A/H1N1pdm09","National Institute of Infectious Diseases (NIID)","National Center for Laboratory and Epidemiology"
"EPI_ISL_364149","A/H1N1pdm09","Centers for Disease Control and Prevention","National Center for Laboratory and Epidemiology"
"EPI_ISL_352369","A/H1N1pdm09","National Institute of Infectious Diseases (NIID)","National Center for Laboratory and Epidemiology"
"EPI_ISL_319659","A/H1N1pdm09","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"MT803213.1","A/H1N1pdm09","Chulalongkorn University, Department of Pediatrics, Center of Excellence in Clinical Virology",NA
"EPI_ISL_326770","A/H1N1pdm09","WHO Collaborating Centre for Reference and Research on Influenza","Research Institute of Tropical Medicine"
"EPI_ISL_331932","A/H1N1pdm09","Centers for Disease Control and Prevention","National Center for Laboratory and Epidemiology"
"EPI_ISL_365945","A/H1N1pdm09","Centers for Disease Control and Prevention","National Center for Laboratory and Epidemiology"
"EPI_ISL_326761","A/H1N1pdm09","WHO Collaborating Centre for Reference and Research on Influenza","Research Institute of Tropical Medicine"
"EPI_ISL_363638","A/H1N1pdm09","Centers for Disease Control and Prevention","National Center for Laboratory and Epidemiology"
"EPI_ISL_323054","A/H1N1pdm09","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"EPI_ISL_401799","A/H1N1pdm09","WHO Collaborating Centre for Reference and Research on Influenza","Institut Penyelidikan Perubatan"
"EPI_ISL_363500","A/H1N1pdm09","National Institute of Infectious Diseases (NIID)","National Center for Laboratory and Epidemiology"
"EPI_ISL_363490","A/H1N1pdm09","National Institute of Infectious Diseases (NIID)","National Center for Laboratory and Epidemiology"
"EPI_ISL_363494","A/H1N1pdm09","National Institute of Infectious Diseases (NIID)","National Center for Laboratory and Epidemiology"
"EPI_ISL_329891","A/H1N1pdm09","Centers for Disease Control and Prevention","WHO National Influenza Centre, National Institute of Medical Research (NIMR)"
"EPI_ISL_322770","A/H1N1pdm09","WHO Collaborating Centre for Reference and Research on Influenza","WHO National Influenza Centre, National Institute of Medical Research (NIMR)"
"EPI_ISL_366034","A/H1N1pdm09","Centers for Disease Control and Prevention","National Center for Laboratory and Epidemiology"
"MT803196.1","A/H1N1pdm09","Chulalongkorn University, Department of Pediatrics, Center of Excellence in Clinical Virology",NA
"EPI_ISL_398215","A/H1N1pdm09","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_401474","A/H1N1pdm09","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_368117","A/H1N1pdm09","Centers for Disease Control and Prevention","National Center for Laboratory and Epidemiology"
"MT803170.1","A/H1N1pdm09","Chulalongkorn University, Department of Pediatrics, Center of Excellence in Clinical Virology",NA
"EPI_ISL_406964","A/H1N1pdm09","WHO Collaborating Centre for Reference and Research on Influenza","Research Institute of Tropical Medicine"
"EPI_ISL_402526","A/H1N1pdm09","Centers for Disease Control and Prevention","Research Institute for Tropical Medicine, Virology Department"
"EPI_ISL_401492","A/H1N1pdm09","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_401471","A/H1N1pdm09","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_401451","A/H1N1pdm09","Ministry of Health, Singapore","Ministry of Health, Singapore"
"MN244573.1","A/H1N1pdm09","Faculty of Tropical Medicine, Mahidol University, Microbiology and Immunology",NA
"EPI_ISL_409155","A/H1N1pdm09","Centers for Disease Control and Prevention","WHO National Influenza Centre, National Institute of Medical Research (NIMR)"
"EPI_ISL_378579","A/H1N1pdm09","WHO Collaborating Centre for Reference and Research on Influenza","Laboratório Nacional da Saúde"
"EPI_ISL_368132","A/H1N1pdm09","Centers for Disease Control and Prevention","National Center for Laboratory and Epidemiology"
"EPI_ISL_401456","A/H1N1pdm09","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_389529","A/H1N1pdm09","WHO Collaborating Centre for Reference and Research on Influenza","Institut Penyelidikan Perubatan"
"EPI_ISL_406813","A/H1N1pdm09","WHO Collaborating Centre for Reference and Research on Influenza","WHO National Influenza Centre, National Institute of Medical Research (NIMR)"
"EPI_ISL_377003","A/H1N1pdm09","National Institute of Infectious Diseases (NIID)","National Health Laboratory"
"EPI_ISL_536456","A/H1N1pdm09","Niigata University (IDRC)","Niigata University (IDRC)"
"EPI_ISL_398588","A/H1N1pdm09","Centers for Disease Control and Prevention","National Institute of Hygiene and Epidemiology"
"EPI_ISL_410170","A/H1N1pdm09","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"EPI_ISL_398687","A/H1N1pdm09","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_398767","A/H1N1pdm09","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_381711","A/H1N1pdm09","National Institute of Infectious Diseases (NIID)","National Health Laboratory"
"EPI_ISL_386876","A/H1N1pdm09","Centers for Disease Control and Prevention","WHO National Influenza Centre, National Institute of Medical Research (NIMR)"
"EPI_ISL_365950","A/H1N1pdm09","Centers for Disease Control and Prevention","National Center for Laboratory and Epidemiology"
"EPI_ISL_394990","A/H1N1pdm09","Centers for Disease Control and Prevention","National Institute of Hygiene and Epidemiology"
"MT803181.1","A/H1N1pdm09","Chulalongkorn University, Department of Pediatrics, Center of Excellence in Clinical Virology",NA
"EPI_ISL_390365","A/H1N1pdm09","Centers for Disease Control and Prevention","WHO National Influenza Centre, National Institute of Medical Research (NIMR)"
"EPI_ISL_346413","A/H1N1pdm09","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_514722","A/H1N1pdm09","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"EPI_ISL_766936","A/H1N1pdm09","Centers for Disease Control and Prevention","National Center for Laboratory and Epidemiology"
